CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,DAYS_BIRTH,EXT_SOURCE_2,EXT_SOURCE_3
2.0,207000.0,465457.5,-13297.0,0.6048943383603742,0.0005272652387098
0.0,247500.0,1281712.5,-14778.0,0.4253505221468029,0.7121551551910698
0.0,202500.0,495000.0,-17907.0,0.5317599965307688,0.2079641743053816
0.0,247500.0,254700.0,-19626.0,0.6935206274920988,0.6144143775673561
0.0,112500.0,308133.0,-20327.0,0.5606898594049499,0.6363761710860439
0.0,85500.0,152820.0,-19130.0,0.5191266804311161,0.1047946227497676
1.0,112500.0,900000.0,-15722.0,0.5479626352655883,0.5352762504724826
0.0,141606.0,810000.0,-10801.0,0.0125875656953968,0.4902575124990026
0.0,130500.0,781920.0,-23516.0,0.077534911185021,0.633031641417419
1.0,99000.0,900000.0,-8755.0,0.7400816968755699,0.5352762504724826
4.0,67500.0,331920.0,-13280.0,0.4127344161068856,0.6397075677637197
0.0,135000.0,225000.0,-8438.0,0.4530704545682325,0.2431864804420123
0.0,270000.0,593010.0,-22532.0,0.5746638509651143,0.180887977767074
2.0,630000.0,1125000.0,-16758.0,0.6229959372837893,0.3328505641648731
0.0,180000.0,774000.0,-11214.0,0.5128407971420282,0.221335206354466
1.0,112500.0,142200.0,-10213.0,0.2440078209202131,0.2721336844147212
0.0,256500.0,765000.0,-22488.0,0.7838283816775964,0.6785676886853644
0.0,45000.0,454500.0,-12178.0,0.142870887589952,0.5352762504724826
0.0,292500.0,781920.0,-22634.0,0.5404883358234642,0.5352762504724826
0.0,157500.0,824823.0,-23476.0,0.6572714882743836,0.4031416766587513
0.0,85500.0,225000.0,-24101.0,0.3420278293317465,0.5352762504724826
0.0,270000.0,755190.0,-9664.0,0.7081894379461231,0.3740208032583212
1.0,112500.0,503676.0,-10366.0,0.344477840791565,0.5352762504724826
1.0,247500.0,270045.0,-8544.0,0.1173011930750817,0.190705947811054
0.0,112500.0,339241.5,-13987.0,0.4093357995240928,0.3589512285783967
0.0,202500.0,500490.0,-22783.0,0.5549077290439568,0.1997705696341145
1.0,67500.0,1024740.0,-10836.0,0.360396242872698,0.5352762504724826
2.0,171000.0,375322.5,-10801.0,0.6435746820189508,0.5082869913916046
2.0,315000.0,927000.0,-17096.0,0.2265068731262381,0.5549467685334323
2.0,135000.0,675000.0,-13634.0,0.6180836881053707,0.7981372313187245
2.0,202500.0,713889.0,-13099.0,0.2918181951717679,0.3425288720742255
0.0,135000.0,360000.0,-20885.0,0.6753357647890695,0.5352762504724826
0.0,180000.0,518562.0,-22441.0,0.1447475472488587,0.6738300778602003
0.0,225000.0,1710000.0,-22342.0,0.5052444440705988,0.5316861425197883
2.0,180000.0,225000.0,-14374.0,0.5733217116721889,0.1261005588362325
1.0,135000.0,225000.0,-13297.0,0.6621951009056665,0.5100895276257282
0.0,202500.0,405000.0,-15869.0,0.5095076687861732,0.2851799046358216
0.0,150750.0,247500.0,-19087.0,0.6262875645956664,0.4938628816996244
0.0,229500.0,808650.0,-21588.0,0.6193888129118037,0.6161216908872079
0.0,157500.0,545040.0,-11558.0,0.7290527196773077,0.5884877883422673
2.0,72000.0,254700.0,-10847.0,0.7179689859068571,0.7062051096536562
1.0,112500.0,202500.0,-11175.0,0.4720841737865462,0.5867400085415683
0.0,112500.0,254700.0,-8643.0,0.5659614260608526,0.5352762504724826
0.0,157500.0,592560.0,-9337.0,0.2650475600360688,0.5352762504724826
0.0,117000.0,339241.5,-15138.0,0.502418232531289,0.6127042441012546
2.0,166500.0,675000.0,-12585.0,0.630240460872275,0.5352762504724826
2.0,157500.0,781920.0,-13034.0,0.7459853425075461,0.1428725230413196
0.0,180000.0,1223010.0,-16174.0,0.7559949586835784,0.5352762504724826
0.0,157500.0,651600.0,-19607.0,0.7630599736275052,0.5602843280409464
0.0,130500.0,675000.0,-18970.0,0.5980067070095784,0.4066174366275036
0.0,28350.0,269550.0,-23428.0,0.2487296976618488,0.5352762504724826
0.0,180000.0,125640.0,-15755.0,0.7577895556996982,0.2471909382666521
0.0,2025000.0,382500.0,-17730.0,0.4273561277108668,0.1852020815902493
0.0,202500.0,360000.0,-8940.0,0.0507204666212849,0.4014074137749511
1.0,202500.0,900000.0,-11290.0,0.7032301699773443,0.3016248916841194
0.0,180000.0,301500.0,-8862.0,0.5885936894845518,0.1929422277169508
1.0,315000.0,1255680.0,-15888.0,0.6847183766793794,0.4170996682522097
2.0,112500.0,440784.0,-11420.0,0.0486525757897778,0.3170317785834444
1.0,315000.0,719946.0,-17009.0,0.7286983662403449,0.7380196196295241
0.0,202500.0,1078200.0,-11833.0,0.6318798514022417,0.475849908720221
0.0,135000.0,354276.0,-21199.0,0.2445043284100984,0.2822484337007223
0.0,225000.0,247500.0,-15588.0,0.3391351766587919,0.3589512285783967
1.0,225000.0,468733.5,-10876.0,0.7068046717196228,0.8658959152750668
0.0,67500.0,239850.0,-18114.0,0.7479197144623475,0.4031416766587513
0.0,211500.0,1129500.0,-22111.0,0.3299975832132819,0.6058362647264226
2.0,270000.0,562500.0,-14314.0,0.5424103148029789,0.2925880073368475
2.0,180000.0,254700.0,-14316.0,0.7498689059346317,0.5567274263630174
0.0,148500.0,167121.0,-13813.0,0.3754526358645565,0.5531646987710016
0.0,126000.0,343800.0,-15941.0,0.4945461380443175,0.6127042441012546
1.0,112500.0,1125000.0,-21525.0,0.2629358786975408,0.5352762504724826
0.0,157500.0,685012.5,-14357.0,0.4884906348514858,0.5762088360175724
1.0,90000.0,157500.0,-9600.0,0.6026238850939697,0.1745642655572634
1.0,112500.0,397017.0,-11256.0,0.1857263161848868,0.470456116119975
0.0,243000.0,270000.0,-17709.0,0.7024491830125494,0.7366226976503176
0.0,225000.0,528633.0,-16617.0,0.4722749227543728,0.6075573001388961
0.0,135000.0,1256400.0,-17816.0,0.6074053904559067,0.5814837058057234
0.0,175500.0,187929.0,-17243.0,0.4694036763777429,0.6528965519806539
0.0,90000.0,239850.0,-24947.0,0.6810863906097395,0.7490217048463391
0.0,45000.0,225000.0,-19566.0,0.5964391699519216,0.7557400501752248
0.0,112500.0,391500.0,-16950.0,0.6639245541612238,0.4632753280912678
0.0,315000.0,1024740.0,-12220.0,0.6275304354888024,0.7675231046555077
0.0,112500.0,585000.0,-12326.0,0.6352254835852345,0.8256357449717892
0.0,202500.0,2013840.0,-18308.0,0.7656045313463811,0.4507472818545589
0.0,225000.0,1223010.0,-10973.0,0.6009102687771327,0.7151031019926098
0.0,238500.0,291384.0,-10477.0,0.4417013952348108,0.4920600938649263
0.0,301500.0,469152.0,-21186.0,0.6245355143357533,0.4866531565147181
0.0,121500.0,454500.0,-19793.0,0.68583141122423,0.4776491548517548
0.0,135000.0,775327.5,-20154.0,0.0753124422698254,0.3962195720630885
0.0,396000.0,1125171.0,-15617.0,0.4511475139180595,0.3723336657058204
0.0,242550.0,1406880.0,-22934.0,0.6504267743349164,0.7295666907060153
0.0,103500.0,265851.0,-22469.0,0.2675384198957301,0.807273923277881
1.0,270000.0,1687266.0,-15355.0,0.6291900775955684,0.5691487713619409
0.0,270000.0,1687266.0,-14108.0,0.6686941784225079,0.7407990879702335
0.0,76500.0,675000.0,-22596.0,0.653458571260668,0.3689687382528466
0.0,112500.0,270000.0,-8084.0,0.0298379128650086,0.1510075350878296
0.0,58500.0,247275.0,-21722.0,0.6815469448784708,0.6971469077844458
0.0,112500.0,1006920.0,-19891.0,0.7458983146701954,0.1862929496555374
0.0,121500.0,454500.0,-19930.0,0.5142174453088691,0.5352762504724826
0.0,54000.0,127350.0,-23448.0,0.7178405574265971,0.8406665596573005
1.0,157500.0,135000.0,-14687.0,0.5889960699369411,0.6674577419214722
1.0,256500.0,253377.0,-10972.0,0.1307208918784871,0.2970866116472028
0.0,112500.0,531706.5,-16423.0,0.5629347101367803,0.4471785780453068
0.0,247500.0,388512.0,-11140.0,0.5738832969364318,0.6925590674998008
